raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
bis_crave_excite,NA,I crave excitement and new sensations.,raw,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4",NA,NA,NA,NA,NA
bis_no_hold,NA,"When I go after something I use a ""no holds barred"" approach.",raw,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4",NA,NA,NA,NA,NA
bis_no_fear,NA,I have very few fears compared to my friends.,raw,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4",NA,NA,NA,NA,NA
bis_excite_win,NA,It would excite me to win a contest.,raw,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4",NA,NA,NA,NA,NA
bis_worry_for_mistake,NA,I worry about making mistakes.,raw,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4",NA,NA,NA,NA,NA
"bis_family,bis_negative_event_fear,bis_ambitious,bis_love_doing,bis_explore,bis_clothes,bis_excitement,bis_criticism,bis_all_out,bis_fun,bis_no_time,bis_act_now,bis_angry,bis_opportunity_excite,bis_spontaneous,bis_worked_up,bis_wonder_others,bis_positive_effect,bis_worry_poor_perform,bis_crave_excite,bis_no_hold,bis_no_fear,bis_excite_win,bis_worry_for_mistake",NA,NA,select,1,NA,NA,NA,NA,NA,NA
bis_family,NA,A person's family is the most important thing in life.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_negative_event_fear,NA,"Even if something bad is about to happen to me, I rarely experience fear or nervousness.",recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_ambitious,NA,I go out of my way to get things I want.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_love_doing,NA,When I'm doing well at something I love to keep at it.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_explore,NA,I'm always willing to try something new if I think it will be fun.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_clothes,NA,How I dress is important to me.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_excitement,NA,"When I get something I want, I feel excited and energized.",recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_criticism,NA,Criticism or scolding hurts me quite a bit.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_all_out,NA,When I want something I usually go all-out to get it.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_fun,NA,I will often do things for no other reason than they might be fun.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_no_time,NA,It's hard for me to find the time to do things such as get a haircut.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_act_now,NA,If I see a chance to get something I want I move on it right away.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_angry,NA,I feel pretty worried or upset when I think or know somebody is angry at me.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_opportunity_excite,NA,When I see an opportunity for something I like I get excited right away.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_spontaneous,NA,I often act on the spur of the moment.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_worked_up,NA,"If I think something unpleasant is going to happen I usually get pretty ""worked up"".",recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_wonder_others,NA,I often wonder why people act the way they do.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_positive_effect,NA,"When good things happen to me, it affects me strongly.",recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_worry_poor_perform,NA,I feel worried when I think I have done poorly at something important.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_crave_excite,NA,I crave excitement and new sensations.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_no_hold,NA,"When I go after something I use a ""no holds barred"" approach.",recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_no_fear,NA,I have very few fears compared to my friends.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_excite_win,NA,It would excite me to win a contest.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
bis_worry_for_mistake,NA,I worry about making mistakes.,recode,0,"very true for me=1, Somewhat true for me=2, Somewhat false for me=3, Very false for me=4","1=3, 2=2, 3=1, 4=0",NA,NA,NA,NA
"bis_family,bis_negative_event_fear,bis_ambitious,bis_love_doing,bis_explore,bis_clothes,bis_excitement,bis_criticism,bis_all_out,bis_fun,bis_no_time,bis_act_now,bis_angry,bis_opportunity_excite,bis_spontaneous,bis_worked_up,bis_wonder_others,bis_positive_effect,bis_worry_poor_perform,bis_crave_excite,bis_no_hold,bis_no_fear,bis_excite_win,bis_worry_for_mistake",bis_sum,Sum of BIS,sum,3,NA,NA,NA,NA,NA,NA
"bis_family,bis_negative_event_fear,bis_ambitious,bis_love_doing,bis_explore,bis_clothes,bis_excitement,bis_criticism,bis_all_out,bis_fun,bis_no_time,bis_act_now,bis_angry,bis_opportunity_excite,bis_spontaneous,bis_worked_up,bis_wonder_others,bis_positive_effect,bis_worry_poor_perform,bis_crave_excite,bis_no_hold,bis_no_fear,bis_excite_win,bis_worry_for_mistake,bis_family,bis_negative_event_fear,bis_ambitious,bis_love_doing,bis_explore,bis_clothes,bis_excitement,bis_criticism,bis_all_out,bis_fun,bis_no_time,bis_act_now,bis_angry,bis_opportunity_excite,bis_spontaneous,bis_worked_up,bis_wonder_others,bis_positive_effect,bis_worry_poor_perform,bis_crave_excite,bis_no_hold,bis_no_fear,bis_excite_win,bis_worry_for_mistake",NA,NA,select,4,NA,NA,NA,NA,NA,NA
