raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
function_15,foe_feel_special,I exercise to feel special.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_16,foe_feel_relaxed,I exercise to feel relaxed.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_17,foe_feel_something,I exercise to feel something at all.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_18,foe_avoid_other_people,I exercise to avoid being with other people.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_19,foe_do_while_bored,I exercise to give myself something to do when I am bored.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_20,foe_cope_relieve_stress,I exercise to cope with/relieve stress.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_21,foe_attention_family_friends,I exercise to receive more attention from family and friends.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
function_22,foe_parents_understand_notice,I exercise to get my parents to understand or notice me.,recode,2,"never=0, rarely=1, sometimes=2, often=3, always=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
"function_1,function_2,function_3,function_4,function_5,function_6,function_7,function_8,function_9,function_10,function_11,function_12,function_13,function_14,function_15,function_16,function_17,function_18,function_19,function_20,function_21,function_22",foe_sum,Sum of Function of Exercise Scores,sum,3,NA,NA,NA,NA,NA,NA
"foe_reaction,foe_do_while_alone,foe_avoid_unpleasant,foe_relieve_anxiety,foe_prevent_bad_feelings,foe_show_desperation,foe_escape_avoid_stop,foe_communicate_bad_feelings,foe_avoid_school_work,foe_others_understand_notice,foe_ground_return_dissociative,foe_get_attention,foe_slow_racing_thoughts,foe_feel_special,foe_feel_relaxed,foe_feel_something,foe_avoid_other_people,foe_do_while_bored,foe_cope_relieve_stress,foe_attention_family_friends,foe_parents_understand_notice,foe_sum",NA,NA,select,4,NA,NA,NA,NA,NA,NA
